timestamp,open,high,low,close,volume
2026-05-15T04:00:00+00:00,81059.15,81100.0,80709.09,80724.71,367.57246
2026-05-15T05:00:00+00:00,80724.71,80882.45,80314.0,80360.01,1029.21412
2026-05-15T06:00:00+00:00,80360.01,80644.5,80314.01,80580.0,815.53271
2026-05-15T07:00:00+00:00,80580.0,81003.37,80559.88,80814.88,878.78211
2026-05-15T08:00:00+00:00,80814.88,80822.95,80415.84,80638.0,538.63644
2026-05-15T09:00:00+00:00,80638.0,80670.51,80369.0,80489.8,471.66166
2026-05-15T10:00:00+00:00,80489.81,80776.33,80407.6,80716.23,444.96934
2026-05-15T11:00:00+00:00,80716.22,80750.56,80590.08,80628.53,250.99223
2026-05-15T12:00:00+00:00,80628.52,80635.44,80340.83,80385.11,535.00082
2026-05-15T13:00:00+00:00,80385.1,80385.11,78698.69,78758.59,3101.88518
2026-05-15T14:00:00+00:00,78758.59,79353.32,78659.0,79150.37,1965.21031
2026-05-15T15:00:00+00:00,79150.36,79369.36,79013.81,79150.27,606.4731
2026-05-15T16:00:00+00:00,79150.26,79382.3,79131.01,79294.31,514.78679
2026-05-15T17:00:00+00:00,79294.31,79504.83,79224.0,79460.0,478.80422
2026-05-15T18:00:00+00:00,79460.0,79561.94,79170.47,79284.0,544.01093
2026-05-15T19:00:00+00:00,79284.01,79290.0,79051.0,79146.5,421.75884
2026-05-15T20:00:00+00:00,79146.5,79217.07,79000.0,79123.12,224.44355
2026-05-15T21:00:00+00:00,79123.13,79200.0,78911.42,78973.5,682.32127
2026-05-15T22:00:00+00:00,78973.5,79145.44,78973.49,79107.38,347.86808
2026-05-15T23:00:00+00:00,79107.38,79161.86,79077.96,79113.21,677.62104
2026-05-16T00:00:00+00:00,79113.2,79227.77,79075.09,79111.92,314.0124
2026-05-16T01:00:00+00:00,79111.92,79186.05,79010.0,79168.0,357.20294
2026-05-16T02:00:00+00:00,79168.0,79211.77,79080.1,79155.54,208.30505
2026-05-16T03:00:00+00:00,79155.55,79187.71,79059.77,79083.18,368.66241
2026-05-16T04:00:00+00:00,79083.19,79129.71,78860.0,79035.26,321.76822
2026-05-16T05:00:00+00:00,79035.25,79039.49,78933.63,79027.37,183.05543
2026-05-16T06:00:00+00:00,79027.36,79047.94,78459.87,78648.0,632.26156
